Step,Agent,Action,Reason
1606,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1607,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1608,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1609,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1610,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1611,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1612,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1613,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1614,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1615,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1616,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1617,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1618,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1619,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1620,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1621,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1622,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1623,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1624,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1625,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1630,J1,Green NS,High Congestion (21 cars). Clearing queue.
1630,J2,Green EW,High Congestion (20 cars). Clearing queue.
1630,J3,Green NS,High Congestion (25 cars). Clearing queue.
1630,J4,Green EW,High Congestion (27 cars). Clearing queue.
1640,J1,Green NS,High Congestion (20 cars). Clearing queue.
1640,J2,Green EW,High Congestion (20 cars). Clearing queue.
1640,J3,Green EW,High Congestion (18 cars). Clearing queue.
1640,J4,Green EW,High Congestion (20 cars). Clearing queue.
1644,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1645,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1646,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1647,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1648,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1649,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1650,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1651,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1652,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1653,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1654,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1655,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1656,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1657,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1658,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1659,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1660,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1661,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1662,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1663,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1664,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1665,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1666,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1667,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1668,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1669,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1670,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1671,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1672,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1673,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1674,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1675,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1676,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1677,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1678,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1679,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1680,J1,Green NS,High Congestion (18 cars). Clearing queue.
1680,J2,Green EW,High Congestion (18 cars). Clearing queue.
1680,J3,Green EW,High Congestion (17 cars). Clearing queue.
1680,J4,Green EW,High Congestion (19 cars). Clearing queue.
1681,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1682,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1683,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1684,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1685,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1686,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1687,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1688,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1689,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1690,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1691,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1692,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1693,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1694,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1695,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1696,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1697,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1698,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1699,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1700,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1701,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1702,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1703,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1704,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1705,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1706,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1707,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1708,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1709,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1710,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1711,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1712,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1713,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1714,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1716,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1717,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1718,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1719,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1720,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1721,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1722,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1723,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1724,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1725,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1726,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1727,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1728,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1729,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1730,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1731,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1732,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1733,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1734,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1735,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1736,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1737,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1738,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1739,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1740,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1741,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1742,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1743,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1744,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1745,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1746,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1747,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1748,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1749,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1750,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1760,J1,Green NS,High Congestion (22 cars). Clearing queue.
1760,J2,Green EW,High Congestion (21 cars). Clearing queue.
1760,J3,Green EW,High Congestion (21 cars). Clearing queue.
1760,J4,Green NS,High Congestion (22 cars). Clearing queue.
